yyyy;mm;dd;date;uvief;uvdef;uvdvf;uvddf;ozone
1987;7;23;1987-07-23;10666.56588;5006.17168;9743.32539;3072.04390;2647.94586
1987;7;24;1987-07-24;10505.03040;4934.34714;9572.90350;2990.21936;2684.55826
1987;7;25;1987-07-25;10458.81792;4914.76297;9521.69369;2963.68933;2701.81694
1987;7;26;1987-07-26;10624.68674;4989.78126;9693.50305;3038.54722;2680.75132
1987;7;27;1987-07-27;10928.83604;5128.25363;10008.75329;3180.06639;2636.57826
1987;7;28;1987-07-28;10931.78144;5130.76681;10009.64924;3176.58425;2644.79960
1987;7;29;1987-07-29;10710.85770;5031.86041;9776.72815;3065.56691;2692.76280
1987;7;30;1987-07-30;10707.43728;5031.09972;9771.30773;3058.86036;2702.71600
1987;7;31;1987-07-31;10712.80819;5035.36038;9774.57770;3056.11836;2711.01680
1987;8;1;1987-08-01;10481.45871;4931.69064;9531.27970;2942.34502;2762.87906
1987;8;2;1987-08-02;10812.59805;5082.55210;9874.51999;3093.40836;2712.50412
1987;8;3;1987-08-03;10833.59826;5092.75275;9894.41659;3098.46128;2717.92586
1987;8;4;1987-08-04;10921.28783;5133.99793;9984.05468;3135.74794;2712.76546
1987;8;5;1987-08-05;10371.09955;4886.76913;9407.02680;2870.52180;2823.18534
1987;8;6;1987-08-06;10714.53467;5043.10162;9762.44661;3026.79483;2768.83694
1987;8;7;1987-08-07;10830.00333;5096.48736;9881.76487;3076.12377;2758.09360
1987;8;8;1987-08-08;11043.74702;5194.24694;10102.67364;3172.89069;2730.73546
1987;8;9;1987-08-09;10564.37277;4978.58188;9599.24524;2940.26977;2827.74014
1987;8;10;1987-08-10;10820.37942;5095.57814;9865.24190;3056.20657;2790.69186
1987;8;11;1987-08-11;11079.49055;5214.09663;10133.30622;3173.77921;2753.91320
1987;8;12;1987-08-12;10913.66584;5140.17794;9957.64192;3089.75958;2793.53294
1987;8;13;1987-08-13;10990.55683;5176.71997;10036.31305;3120.34309;2790.07212
1987;8;14;1987-08-14;10775.01036;5080.43274;9807.92166;3013.95492;2839.85640
1987;8;15;1987-08-15;10935.26499;5154.53166;9974.13215;3084.10532;2820.80960
1987;8;16;1987-08-16;11265.20756;5304.52634;10317.07737;3235.10266;2772.76546
1987;8;17;1987-08-17;11109.00641;5235.51863;10150.76262;3154.08495;2810.25400
1987;8;18;1987-08-18;11155.92361;5257.86597;10197.79342;3171.39081;2812.71600
1987;8;19;1987-08-19;11385.46029;5363.62931;10436.33011;3275.15681;2782.76280
1987;8;20;1987-08-20;11339.76717;5343.83588;10385.63964;3247.31657;2800.75546
1987;8;21;1987-08-21;11078.88733;5227.75588;10108.80927;3117.33017;2857.73600
1987;8;22;1987-08-22;11508.08053;5422.73122;10557.17287;3316.36763;2792.05440
1987;8;23;1987-08-23;11745.66719;5531.65522;10804.60178;3426.14389;2761.53294
1987;8;24;1987-08-24;11362.32795;5360.06713;10400.20574;3235.54580;2836.69866
1987;8;25;1987-08-25;11686.98183;5508.89407;10738.81548;3385.42954;2790.75546
1987;8;26;1987-08-26;11734.86960;5531.79115;10785.95459;3403.27514;2792.45200
1987;8;27;1987-08-27;11438.83116;5399.29666;10473.75841;3255.68236;2852.67186
1987;8;28;1987-08-28;11573.85799;5461.39161;10612.69429;3313.87559;2838.07360
1987;8;29;1987-08-29;11409.82173;5389.18335;10438.87258;3230.67265;2876.36520
1987;8;30;1987-08-30;11713.52989;5527.77803;10755.41566;3370.16639;2832.87906
1987;8;31;1987-08-31;12119.79041;5712.82043;11180.84392;3562.26825;2773.62654
1987;9;1;1987-09-01;11769.79174;5556.33008;10811.73430;3387.66696;2840.75546
1987;9;2;1987-09-02;11691.38508;5523.06554;10727.32765;3344.54750;2862.82960
1987;9;3;1987-09-03;12190.77630;5750.38182;11250.60793;3581.66456;2788.09360
1987;9;4;1987-09-04;12072.13504;5698.03013;11124.08026;3518.37232;2814.92320
1987;9;5;1987-09-05;11891.98615;5617.87682;10933.98551;3426.26581;2852.64186
1987;9;6;1987-09-06;12445.12831;5870.08724;11514.96526;3692.22287;2770.90906
1987;9;7;1987-09-07;12930.51688;6092.07964;12024.56836;3929.41981;2704.62240
1987;9;8;1987-09-08;12844.27088;6053.93898;11932.43596;3880.39275;2724.33840
1987;9;9;1987-09-09;12687.26910;5984.96915;11766.22964;3797.32197;2754.69600
1987;9;10;1987-09-10;12615.44884;5953.21809;11688.45618;3756.51412;2772.87906
1987;9;11;1987-09-11;12480.74532;5893.39106;11545.76000;3686.48786;2799.90586
1987;9;12;1987-09-12;12714.56563;6001.30988;11792.46203;3797.50028;2769.94586
1987;9;13;1987-09-13;12740.25633;6014.09977;11817.36728;3806.24868;2772.71600
1987;9;14;1987-09-14;12599.97568;5952.33377;11669.03248;3732.63043;2799.62240
1987;9;15;1987-09-15;12396.70742;5861.35871;11454.56499;3628.55443;2837.99734
1987;9;16;1987-09-16;12539.79124;5928.37488;11604.80389;3695.58059;2819.95586
1987;9;17;1987-09-17;12882.97269;6085.38408;11966.09161;3861.69605;2772.57826
1987;9;18;1987-09-18;12704.88644;6006.29048;11778.95855;3770.65925;2803.66920
1987;9;19;1987-09-19;12810.33392;6055.59942;11889.45752;3819.86725;2792.82960
1987;9;20;1987-09-20;12903.95825;6099.45838;11988.04037;3863.63793;2782.82492
1987;9;21;1987-09-21;12605.02679;5965.05078;11673.00531;3712.32862;2832.99266
1987;9;22;1987-09-22;12582.24557;5956.16384;11648.37183;3698.44433;2840.00000
1987;9;23;1987-09-23;12615.74279;5972.88038;11684.73397;3713.17088;2838.13774
1987;9;24;1987-09-24;12476.66757;5910.73518;11537.96954;3643.08779;2863.51348
1987;9;25;1987-09-25;12467.91579;5907.60255;11528.95376;3636.80210;2868.20986
1987;9;26;1987-09-26;12295.16830;5830.67201;11346.31722;3550.93102;2899.19720
1987;9;27;1987-09-27;12412.79772;5885.57192;11471.84835;3605.83093;2883.11157
1987;9;28;1987-09-28;12333.31664;5851.14524;11388.47821;3565.61878;2897.98000
1987;9;29;1987-09-29;12289.72541;5832.39244;11342.99793;3543.77770;2907.85640
1987;9;30;1987-09-30;13026.96029;6169.05460;12124.16600;3904.42987;2792.94586
1987;10;1;1987-10-01;12956.49097;6138.23474;12049.92389;3867.78041;2804.60240
1987;10;2;1987-10-02;12761.20791;6050.30674;11844.42363;3770.60107;2836.20986
1987;10;3;1987-10-03;12937.49194;6131.96009;12031.70031;3856.34535;2809.33346
1987;10;4;1987-10-04;12833.42246;6085.66634;11923.89749;3804.27147;2826.39840
1987;10;5;1987-10-05;13277.45406;6288.96689;12394.67509;4025.32067;2760.28134
1987;10;6;1987-10-06;13759.19950;6509.85094;12906.45467;4270.19472;2693.20572
1987;10;7;1987-10-07;13166.80768;6241.48463;12280.30271;3969.05561;2776.73600
1987;10;8;1987-10-08;13063.16333;6195.18585;12172.61156;3917.66855;2791.82960
1987;10;9;1987-10-09;13070.16001;6199.32119;12181.59559;3920.84538;2790.17040
1987;10;10;1987-10-10;12627.28336;5999.67465;11714.67479;3702.31509;2858.00000
1987;10;11;1987-10-11;12591.80383;5983.52110;11678.35566;3685.16420;2862.71186
1987;10;12;1987-10-12;13198.93557;6262.10670;12323.58569;3986.75980;2767.90640
1987;10;13;1987-10-13;12909.83929;6131.47336;12019.46058;3843.24006;2809.71600
1987;10;14;1987-10-14;12881.59983;6119.43750;11992.16432;3831.04912;2812.69186
1987;10;15;1987-10-15;12675.93172;6026.59845;11776.50886;3730.22272;2842.66920
1987;10;16;1987-10-16;12940.45361;6148.84599;12059.01545;3862.45495;2798.95054
1987;10;17;1987-10-17;13123.04554;6233.18743;12254.70831;3953.90201;2769.79280
1987;10;18;1987-10-18;12956.34994;6158.24634;12080.95857;3872.04655;2792.71186
1987;10;19;1987-10-19;12624.76674;6007.46049;11731.39006;3710.17709;2840.71132
1987;10;20;1987-10-20;12615.55623;6003.91038;11723.32994;3706.61699;2839.58294
1987;10;21;1987-10-21;12770.07385;6076.18893;11890.70451;3784.90022;2812.71132
1987;10;22;1987-10-22;13062.59495;6210.01393;12203.31921;3931.70725;2764.84226
1987;10;23;1987-10-23;12925.83440;6149.56346;12061.44506;3865.39920;2781.96054
1987;10;24;1987-10-24;12881.39163;6129.27894;12016.32777;3845.16883;2785.40786
1987;10;25;1987-10-25;12455.25707;5935.51715;11565.86976;3637.19717;2848.30080
1987;10;26;1987-10-26;12481.61679;5948.32941;11596.80896;3652.27077;2839.98346
1987;10;27;1987-10-27;13156.38078;6258.03587;12317.14121;3989.75738;2733.05680
1987;10;28;1987-10-28;12551.34859;5982.39676;11677.10901;3691.21390;2820.01734
1987;10;29;1987-10-29;12325.08929;5879.32966;11438.85971;3583.05319;2852.04414
1987;10;30;1987-10-30;12034.34992;5748.02177;11133.89783;3445.72733;2895.54534
1987;10;31;1987-10-31;12664.88325;6037.28344;11807.49796;3755.04048;2788.39908
1987;11;1;1987-11-01;12639.71200;6025.73355;11782.50859;3745.47794;2788.19040
1987;11;2;1987-11-02;12617.91518;6016.83913;11762.56403;3737.57820;2786.49120
1987;11;3;1987-11-03;12469.61182;5949.61534;11608.52936;3667.41855;2803.94054
1987;11;4;1987-11-04;12344.69243;5893.63357;11479.39542;3608.57921;2819.17040
1987;11;5;1987-11-05;12321.06469;5883.26423;11456.88862;3600.16306;2817.92586
1987;11;6;1987-11-06;12163.36259;5811.38712;11292.38106;3526.32744;2837.62240
1987;11;7;1987-11-07;12439.43357;5939.08801;11589.13391;3663.96621;2788.33080
1987;11;8;1987-11-08;12531.54298;5981.66744;11690.19385;3712.54033;2768.47386
1987;11;9;1987-11-09;12369.90325;5908.34859;11521.70187;3636.22148;2788.28134
1987;11;10;1987-11-10;12387.04943;5916.43508;11542.86805;3648.25585;2779.28814
1987;11;11;1987-11-11;12422.32346;5933.13523;11583.17356;3667.99482;2768.38026
1987;11;12;1987-11-12;11725.61887;5614.67800;10845.46631;3333.63588;2878.19040
1987;11;13;1987-11-13;11570.64413;5544.05863;10683.75292;3263.06065;2898.69920
1987;11;14;1987-11-14;11959.46229;5723.62444;11101.20348;3452.53020;2826.49120
1987;11;15;1987-11-15;12228.65487;5847.08107;11389.77632;3586.14458;2776.62506
1987;11;16;1987-11-16;12074.02172;5776.67696;11230.10637;3515.69100;2794.52560
1987;11;17;1987-11-17;11819.93277;5659.82729;10962.83701;3396.52383;2829.95320
1987;11;18;1987-11-18;12093.70868;5786.61329;11259.46518;3534.30451;2778.09360
1987;11;19;1987-11-19;12100.55758;5790.12028;11270.20048;3542.55814;2769.42706
1987;11;20;1987-11-20;12056.99083;5770.33191;11227.70584;3525.66882;2770.14040
1987;11;21;1987-11-21;12052.74622;5768.58394;11226.65578;3527.91350;2763.84694
1987;11;22;1987-11-22;12355.76324;5907.64424;11553.52037;3681.77459;2709.90640
1987;11;23;1987-11-23;12453.16997;5952.85761;11660.91711;3734.82287;2688.92906
1987;11;24;1987-11-24;11827.61016;5665.93204;10998.32316;3430.90995;2781.61974
1987;11;25;1987-11-25;12061.94592;5774.47823;11251.71571;3549.45615;2737.47732
1987;11;26;1987-11-26;11840.94963;5672.66357;11019.50488;3445.37546;2766.95054
1987;11;27;1987-11-27;11655.24310;5588.00442;10825.31715;3359.49911;2791.98240
1987;11;28;1987-11-28;11400.08753;5470.67205;10555.75372;3241.12791;2829.77014
1987;11;29;1987-11-29;12258.97026;5866.11607;11475.38043;3663.52780;2683.09360
1987;11;30;1987-11-30;12205.77010;5841.65666;11422.05401;3640.79971;2685.40026
1987;12;1;1987-12-01;12402.23524;5931.84243;11634.62540;3742.93399;2650.13626
1987;12;2;1987-12-02;12046.17632;5768.32137;11257.38460;3569.22105;2699.40174
1987;12;3;1987-12-03;11842.58625;5675.32180;11043.10002;3472.36922;2727.71600
1987;12;4;1987-12-04;11952.53915;5726.24145;11164.00878;3530.19058;2704.60240
1987;12;5;1987-12-05;11606.69167;5567.31771;10797.10981;3364.11176;2756.60708
1987;12;6;1987-12-06;11694.38013;5607.38047;10893.46216;3409.85903;2737.38026
1987;12;7;1987-12-07;11930.47604;5715.81849;11147.79324;3529.20143;2694.71600
1987;12;8;1987-12-08;11953.59435;5727.30877;11175.68435;3543.58343;2687.00734
1987;12;9;1987-12-09;12070.57888;5780.35991;11301.84662;3603.59777;2664.75546
1987;12;10;1987-12-10;11353.50328;5451.61991;10538.86993;3255.79628;2778.25214
1987;12;11;1987-12-11;11623.50300;5575.26076;10829.49738;3389.17845;2728.96320
1987;12;12;1987-12-12;11870.57725;5689.35601;11094.35708;3512.21690;2686.35346
1987;12;13;1987-12-13;12258.15075;5867.70589;11509.85847;3707.39904;2623.68160
1987;12;14;1987-12-14;12064.27031;5778.16649;11304.31883;3612.83081;2650.00266
1987;12;15;1987-12-15;12230.11822;5854.93903;11483.12260;3697.60335;2622.82960
1987;12;16;1987-12-16;11887.99610;5697.02938;11117.94367;3526.69104;2674.00000
1987;12;17;1987-12-17;12045.66869;5770.40673;11285.53947;3605.15403;2649.45643
1987;12;18;1987-12-18;12184.98681;5834.08153;11434.07681;3673.93711;2628.11360
1987;12;19;1987-12-19;12477.46097;5968.75548;11747.63043;3821.83294;2583.91320
1987;12;20;1987-12-20;12108.26298;5799.68489;11352.40712;3634.84797;2639.04680
1987;12;21;1987-12-21;11888.39940;5698.98910;11117.87700;3524.51447;2674.12854
1987;12;22;1987-12-22;12213.98781;5848.44105;11464.35915;3685.96110;2624.60240
1987;12;23;1987-12-23;12198.35574;5841.21154;11446.70176;3675.87402;2627.90640
1987;12;24;1987-12-24;12567.95121;6011.11389;11840.35404;3861.82785;2574.85226
1987;12;25;1987-12-25;12902.28367;6164.84899;12196.59289;4031.61443;2529.19454
1987;12;26;1987-12-26;12541.74366;5999.05425;11809.28891;3844.96478;2581.95788
1987;12;27;1987-12-27;12297.90841;5887.14929;11548.35006;3719.20224;2619.17508
1987;12;28;1987-12-28;12393.83365;5932.02804;11649.28530;3765.28755;2608.00000
1987;12;29;1987-12-29;12600.13364;6026.72584;11867.68357;3868.04216;2580.00000
1987;12;30;1987-12-30;12699.87316;6072.25968;11972.29950;3915.65896;2568.39760
1987;12;31;1987-12-31;12412.32263;5940.44160;11662.73631;3766.98065;2613.47440
1988;1;1;1988-01-01;12285.71470;5881.68678;11525.23932;3700.27997;2635.36080
1988;1;2;1988-01-02;12241.22909;5861.91190;11475.80519;3674.76846;2645.45440
1988;1;3;1988-01-03;12479.99191;5971.83479;11728.57801;3791.74815;2613.37760
1988;1;4;1988-01-04;12280.00084;5879.65046;11512.90774;3687.92079;2647.62240
1988;1;5;1988-01-05;12503.17017;5981.55826;11747.84190;3796.66288;2618.51120
1988;1;6;1988-01-06;12260.54466;5870.37384;11485.95973;3671.47048;2659.07866
1988;1;7;1988-01-07;12463.27554;5962.79842;11699.87781;3769.04014;2632.89880
1988;1;8;1988-01-08;12307.14132;5891.57357;11530.70413;3687.07132;2660.87614
1988;1;9;1988-01-09;12464.27586;5963.44938;11694.41081;3761.36355;2642.76600
1988;1;10;1988-01-10;12649.65591;6049.15074;11889.67992;3851.10639;2620.04734
1988;1;11;1988-01-11;12607.23844;6028.95509;11840.58528;3825.12262;2631.69654
1988;1;12;1988-01-12;12824.60403;6128.46809;12069.47967;3930.38163;2605.64160
1988;1;13;1988-01-13;12725.84944;6082.99353;11959.92696;3876.10629;2625.39760
1988;1;14;1988-01-14;12887.13257;6157.12068;12129.09914;3953.41735;2608.46972
1988;1;15;1988-01-15;12504.46190;5980.73354;11716.63302;3755.28624;2669.32134
1988;1;16;1988-01-16;12710.15786;6074.94053;11932.74072;3854.66161;2644.52466
1988;1;17;1988-01-17;12605.03739;6027.01762;11817.21851;3797.63509;2665.45174
1988;1;18;1988-01-18;12727.34916;6082.70924;11944.45614;3855.31203;2653.44494
1988;1;19;1988-01-19;12891.65249;6157.73863;12116.99932;3934.41886;2634.84960
1988;1;20;1988-01-20;12821.60224;6125.21617;12038.89227;3894.89905;2650.97586
1988;1;21;1988-01-21;12322.01453;5895.36919;11502.46497;3641.15833;2731.65240
1988;1;22;1988-01-22;12536.00870;5993.06507;11727.12365;3742.68178;2704.43494
1988;1;23;1988-01-23;12654.42303;6047.28830;11849.48852;3797.87087;2693.56800
1988;1;24;1988-01-24;13187.44186;6291.14098;12413.77667;4062.88458;2622.88226
1988;1;25;1988-01-25;13771.41177;6558.38595;13032.58618;4359.87353;2550.41026
1988;1;26;1988-01-26;12359.53533;5910.68405;11523.75920;3638.49243;2757.15094
1988;1;27;1988-01-27;12592.99329;6016.62890;11769.05942;3750.17125;2727.48174
1988;1;28;1988-01-28;13057.49995;6229.46876;12260.40100;3978.00377;2664.79988
1988;1;29;1988-01-29;13275.96874;6329.89575;12489.26472;4084.76688;2640.89640
1988;1;30;1988-01-30;13754.82761;6548.35726;12995.27666;4326.32730;2582.76600
1988;1;31;1988-01-31;13512.58828;6436.91905;12732.71387;4196.52947;2620.49120
1988;2;1;1988-02-01;13168.88824;6278.20616;12362.57448;4016.31778;2674.22480
1988;2;2;1988-02-02;13009.72577;6205.46338;12189.65479;3932.08178;2703.65894
1988;2;3;1988-02-03;13302.85653;6339.33863;12498.06221;4075.28314;2668.00000
1988;2;4;1988-02-04;13133.12883;6260.55897;12312.26770;3984.39254;2698.28400
1988;2;5;1988-02-05;13318.32739;6344.61379;12506.61667;4074.44800;2677.87960
1988;2;6;1988-02-06;13669.74622;6504.44888;12875.93455;4249.23160;2635.24454
1988;2;7;1988-02-07;13901.14122;6610.12564;13119.21596;4364.85421;2610.30400
1988;2;8;1988-02-08;13516.34767;6432.76300;12704.59546;4161.56635;2668.11094
1988;2;9;1988-02-09;13541.30314;6443.66054;12727.61773;4169.62961;2669.88640
1988;2;10;1988-02-10;13614.23147;6476.67682;12801.23058;4203.44135;2665.40440
1988;2;11;1988-02-11;13788.76409;6555.49993;12983.69906;4288.25977;2647.42174
1988;2;12;1988-02-12;13920.24596;6615.12652;13119.33133;4352.03208;2635.19040
1988;2;13;1988-02-13;14108.41778;6700.52057;13315.19500;4445.12065;2615.91560
1988;2;14;1988-02-14;13774.44400;6547.23660;12956.39428;4269.11333;2664.50534
1988;2;15;1988-02-15;14204.33483;6742.40922;13410.04791;4487.95312;2613.82466
1988;2;16;1988-02-16;14202.65386;6740.79707;13403.88963;4482.81687;2618.02000
1988;2;17;1988-02-17;13913.11442;6607.13462;13092.14830;4329.79213;2660.28134
1988;2;18;1988-02-18;13831.54259;6568.87211;13002.41341;4284.47750;2675.45440
1988;2;19;1988-02-19;14459.74734;6855.03128;13667.45776;4608.37002;2598.56066
1988;2;20;1988-02-20;14412.48846;6833.20097;13614.24569;4579.78839;2608.30400
1988;2;21;1988-02-21;14444.34206;6846.51683;13644.26703;4594.11159;2607.97586
1988;2;22;1988-02-22;14613.53130;6922.65426;13820.46627;4680.15808;2590.05680
1988;2;23;1988-02-23;14288.17208;6772.34398;13471.25744;4506.90194;2633.69920
1988;2;24;1988-02-24;14460.96772;6850.48075;13652.67548;4594.66377;2615.24454
1988;2;25;1988-02-25;13951.57113;6617.21965;13108.19529;4328.31375;2684.40908
1988;2;26;1988-02-26;14639.45499;6929.97544;13836.23690;4684.33291;2598.88172
1988;2;27;1988-02-27;14532.70536;6880.35162;13719.78807;4626.00989;2614.27480
1988;2;28;1988-02-28;14812.68642;7006.03536;14014.42418;4772.29189;2582.71600
1988;2;29;1988-02-29;14998.21582;7089.34054;14208.06187;4869.46666;2562.64186
1988;3;1;1988-03-01;15102.80661;7136.08780;14316.54906;4924.15713;2551.79694
1988;3;2;1988-03-02;15490.54668;7311.63898;14726.91419;5132.32805;2509.18720
1988;3;3;1988-03-03;14984.08565;7079.40272;14185.48464;4858.00967;2568.37494
1988;3;4;1988-03-04;15317.35456;7230.01378;14536.78770;5036.56127;2531.18306
1988;3;5;1988-03-05;15008.11743;7087.77321;14205.64416;4869.41430;2568.05000
1988;3;6;1988-03-06;14446.07561;6830.67210;13607.60235;4572.36468;2636.94108
1988;3;7;1988-03-07;14329.21300;6775.80893;13481.56668;4511.27165;2652.19360
1988;3;8;1988-03-08;15151.30777;7148.43194;14351.63730;4945.72543;2552.07680
1988;3;9;1988-03-09;15097.07302;7122.67288;14291.41990;4917.03254;2558.09360
1988;3;10;1988-03-10;14858.83683;7012.72619;14037.84556;4790.64677;2586.39760
1988;3;11;1988-03-11;14515.13023;6855.13628;13672.25257;4610.32289;2628.02000
1988;3;12;1988-03-12;14631.40901;6906.22094;13792.77057;4671.50169;2612.77960
1988;3;13;1988-03-13;14527.83813;6857.88398;13682.11555;4618.12472;2623.75334
1988;3;14;1988-03-14;14978.38806;7061.38821;14158.25639;4858.11095;2568.37494
1988;3;15;1988-03-15;14518.44222;6851.07141;13669.63604;4616.27472;2622.71600
1988;3;16;1988-03-16;14703.07404;6933.08346;13864.08746;4715.05223;2597.97586
1988;3;17;1988-03-17;14585.76167;6878.54454;13738.59469;4655.23463;2609.47440
1988;3;18;1988-03-18;14902.95537;7020.58459;14073.89933;4826.29000;2569.15892
1988;3;19;1988-03-19;14306.47893;6747.78824;13441.58329;4513.66670;2639.88226
1988;3;20;1988-03-20;14655.30476;6905.36688;13810.78550;4699.76414;2593.72106
1988;3;21;1988-03-21;14276.46104;6731.27196;13409.32938;4504.01534;2638.00000
1988;3;22;1988-03-22;14761.80334;6950.60749;13922.29407;4762.02475;2573.80200
1988;3;23;1988-03-23;14073.71704;6636.00914;13193.43177;4404.50798;2656.41612
1988;3;24;1988-03-24;14423.79616;6793.04578;13563.54824;4590.54047;2608.37760
1988;3;25;1988-03-25;14547.40812;6848.65354;13695.05192;4659.34278;2588.28400
1988;3;26;1988-03-26;14488.68276;6820.04954;13632.22295;4632.37915;2591.66160
1988;3;27;1988-03-27;14369.73601;6764.12103;13506.71326;4574.04810;2601.58294
1988;3;28;1988-03-28;14254.49242;6709.91230;13385.09675;4517.32137;2611.47386
1988;3;29;1988-03-29;14383.38411;6767.47348;13522.20096;4589.35906;2589.79014
1988;3;30;1988-03-30;14884.25613;6992.46496;14051.16658;4860.28641;2523.84694
1988;3;31;1988-03-31;14118.72786;6643.27235;13242.59885;4459.95606;2612.82960
1988;4;1;1988-04-01;14188.55045;6673.30932;13317.20956;4501.74434;2598.09626
1988;4;2;1988-04-02;14449.76529;6790.39967;13594.21986;4644.72375;2559.40643
1988;4;3;1988-04-03;14169.54728;6661.71812;13299.04130;4502.18994;2588.28134
1988;4;4;1988-04-04;13895.17180;6535.83791;13009.94717;4364.53959;2616.71600
1988;4;5;1988-04-05;14514.93571;6814.73354;13665.63428;4696.36639;2532.76600
1988;4;6;1988-04-06;13786.36708;6482.68982;12897.80430;4319.05602;2617.36080
1988;4;7;1988-04-07;13846.37311;6507.97830;12962.03020;4356.52021;2602.71186
1988;4;8;1988-04-08;13996.80798;6574.94133;13122.09012;4441.10564;2575.61214
1988;4;9;1988-04-09;14303.61566;6712.09590;13447.12234;4608.60367;2530.00000
1988;4;10;1988-04-10;14003.46100;6573.98884;13132.07394;4457.50192;2559.79014
1988;4;11;1988-04-11;13357.16142;6280.44898;12452.56716;4128.75752;2637.21188
1988;4;12;1988-04-12;13554.86667;6367.87341;12663.09467;4236.14929;2602.37814
1988;4;13;1988-04-13;13431.88777;6310.68988;12535.31617;4180.07788;2610.80226
1988;4;14;1988-04-14;13449.54377;6316.98108;12555.09991;4195.45268;2599.79280
1988;4;15;1988-04-15;13834.49813;6488.96459;12961.99747;4402.42619;2540.85960
1988;4;16;1988-04-16;13453.92129;6315.78212;12564.26555;4211.18957;2582.07414
1988;4;17;1988-04-17;13442.05181;6308.46437;12553.29981;4211.77557;2574.45854
1988;4;18;1988-04-18;13397.57922;6286.82341;12508.25162;4195.71675;2572.29160
1988;4;19;1988-04-19;13301.23018;6241.00543;12408.66007;4153.49852;2576.08946
1988;4;20;1988-04-20;13650.99476;6397.19512;12779.09385;4342.33475;2520.89880
1988;4;21;1988-04-21;13221.21975;6202.09307;12329.48923;4126.60498;2568.56534
1988;4;22;1988-04-22;13345.08132;6255.78533;12462.63481;4198.69218;2542.71600
1988;4;23;1988-04-23;13272.70509;6221.71082;12388.19177;4168.49407;2542.95586
1988;4;24;1988-04-24;13069.39144;6128.43773;12177.03321;4070.53647;2560.67186
1988;4;25;1988-04-25;12947.93699;6071.81411;12051.57610;4015.79924;2567.77812
1988;4;26;1988-04-26;12842.80340;6022.17711;11943.48197;3969.35679;2572.59826
1988;4;27;1988-04-27;13065.61439;6121.69961;12180.15521;4090.78568;2532.02680
1988;4;28;1988-04-28;12843.69690;6019.74321;11949.37015;3983.92022;2552.94320
1988;4;29;1988-04-29;12880.00939;6034.03012;11990.57170;4010.19182;2538.11360
1988;4;30;1988-04-30;12766.00334;5981.08155;11872.56299;3959.18380;2543.42174
1988;5;1;1988-05-01;12835.74075;6011.21567;11948.56174;4002.67817;2523.69920
1988;5;2;1988-05-02;12832.49550;6008.10645;11948.31649;4008.67723;2514.62240
1988;5;3;1988-05-03;12721.23173;5956.64230;11833.98327;3959.03269;2520.07414
1988;5;4;1988-05-04;12230.92034;5734.34094;11322.73867;3716.95586;2579.77014
1988;5;5;1988-05-05;12502.14448;5855.04720;11609.89336;3861.63415;2531.06946
1988;5;6;1988-05-06;12326.59375;5773.83437;11428.29848;3779.43132;2546.09360
1988;5;7;1988-05-07;11987.26403;5620.10931;11075.11651;3615.84401;2585.97586
1988;5;8;1988-05-08;12159.75744;5695.94063;11258.56312;3709.63118;2549.99266
1988;5;9;1988-05-09;11813.68179;5539.21432;10899.54426;3543.16090;2591.80960
1988;5;10;1988-05-10;12059.87065;5648.39364;11159.82407;3673.33287;2544.73600
1988;5;11;1988-05-11;12186.95990;5704.38279;11295.85917;3744.46710;2516.67654
1988;5;12;1988-05-12;12065.50310;5648.08759;11171.51331;3690.23870;2524.37520
1988;5;13;1988-05-13;12058.44573;5644.28610;11167.18195;3693.25416;2516.20720
1988;5;14;1988-05-14;11830.62284;5539.88333;10930.54094;3584.98913;2539.99852
1988;5;15;1988-05-15;11710.47859;5484.13182;10807.68070;3531.46482;2548.25480
1988;5;16;1988-05-16;11606.56803;5436.88405;10701.45933;3486.00720;2555.33228
1988;5;17;1988-05-17;11466.19213;5372.72450;10557.08343;3421.84765;2568.34760
1988;5;18;1988-05-18;11270.30724;5283.10959;10355.19385;3331.28485;2589.90640
1988;5;19;1988-05-19;11312.88321;5300.49719;10400.92757;3357.67245;2573.89108
1988;5;20;1988-05-20;11159.83305;5230.90855;10243.76647;3288.12795;2590.02000
1988;5;21;1988-05-21;11106.07797;5206.03175;10190.02873;3267.21701;2589.96000
1988;5;22;1988-05-22;11065.39105;5185.78924;10149.38596;3251.93035;2588.11774
1988;5;23;1988-05-23;11237.66423;5262.41641;10331.60765;3341.54753;2552.14774
1988;5;24;1988-05-24;11213.97885;5251.50352;10309.81866;3335.68144;2548.05946
1988;5;25;1988-05-25;11001.12905;5154.48975;10089.12927;3235.78127;2573.81428
1988;5;26;1988-05-26;10918.71167;5116.38434;10005.70923;3200.57758;2579.88640
1988;5;27;1988-05-27;11004.60518;5154.77329;10097.50180;3247.02066;2558.06360
1988;5;28;1988-05-28;10910.08641;5111.34143;10001.08928;3205.63826;2566.41052
1988;5;29;1988-05-29;10956.12332;5130.55943;10051.06940;3232.70852;2551.81694
1988;5;30;1988-05-30;10849.61297;5082.26011;9941.61319;3184.51015;2562.83226
1988;5;31;1988-05-31;10992.62072;5145.34520;10092.56413;3258.48695;2532.80546
1988;6;1;1988-06-01;10666.06406;4997.62265;9752.99747;3102.76175;2580.17040
1988;6;2;1988-06-02;10560.82862;4949.90400;9645.67376;3056.09989;2592.05680
1988;6;3;1988-06-03;10593.71371;4964.39334;9681.55884;3075.54243;2580.25134
