localidade = Maracanau,", latitude = -3.875",", longitude = -38.625"
data,ief,dvc,dec,ddc
2008-10-21,13.109,12.265,6.2440004,3.9480002
2008-10-22,12.797001,11.938001,6.102,3.795
2008-10-23,13.075001,12.237,6.2310004,3.936
2008-10-24,12.880001,12.033001,6.142,3.8420002
2008-10-25,13.280001,12.462001,6.327,4.045
2008-10-26,13.370001,12.562,6.3690004,4.0940003
2008-10-27,13.257001,12.4470005,6.3190002,4.04
2008-10-28,13.315001,12.512001,6.347,4.0730004
2008-10-29,13.249001,12.446001,6.3180003,4.043
2008-10-30,13.2300005,12.43,6.3100004,4.037
2008-10-31,12.962001,12.148001,6.188,3.9050002
2008-11-01,12.731001,11.906,6.084,3.7930002
2008-11-02,12.678,11.853001,6.0600004,3.7700002
2008-11-03,12.791,11.978001,6.1130004,3.8300002
2008-11-04,13.329,12.557,6.3610005,4.1060004
2008-11-05,12.688001,11.877001,6.0680003,3.7870002
2008-11-06,12.817,12.019001,6.1280003,3.8550003
2008-11-07,13.108001,12.334001,6.2630005,4.006
2008-11-08,13.122001,12.353001,6.2700005,4.017
2008-11-09,12.874001,12.092001,6.157,3.8960001
2008-11-10,12.786,12.002001,6.1180005,3.8550003
2008-11-11,12.990001,12.225,6.2120004,3.9620001
2008-11-12,12.698001,11.917001,6.0790005,3.8190002
2008-11-13,12.529,11.741,6.0020003,3.739
2008-11-14,12.460001,11.670001,5.971,3.709
2008-11-15,11.969001,11.150001,5.7460003,3.4720001
2008-11-16,12.126,11.320001,5.8190002,3.5500002
2008-11-17,12.794001,12.038,6.1280003,3.8850002
2008-11-18,12.692,11.931001,6.0810003,3.8360002
2008-11-19,12.678,11.920001,6.076,3.8320003
2008-11-20,12.8,12.053,6.1330004,3.8960001
2008-11-21,12.752001,12.005,6.1120005,3.8750002
2008-11-22,12.584001,11.828001,6.0350003,3.7930002
2008-11-23,12.762001,12.021001,6.1180005,3.8850002
2008-11-24,12.515,11.76,6.005,3.7630002
2008-11-25,12.621,11.875001,6.0540004,3.818
2008-11-26,13.008,12.293,6.2330003,4.017
2008-11-27,13.229001,12.532001,6.3360004,4.1330004
2008-11-28,13.262001,12.570001,6.352,4.1530004
2008-11-29,12.965,12.254001,6.216,4.0020003
2008-11-30,13.198001,12.505001,6.3230004,4.123
2008-12-01,13.170001,12.477,6.3110003,4.111
2008-12-02,12.721001,11.998,6.1050005,3.8830001
2008-12-03,12.649,11.923,6.0720005,3.8480003
2008-12-04,12.478001,11.741,5.9940004,3.7630002
2008-12-05,12.439,11.701,5.9760003,3.7450001
2008-12-06,12.819,12.109,6.1520004,3.9380002
2008-12-07,12.562,11.835001,6.0340004,3.8090003
2008-12-08,12.531,11.803,6.0200005,3.7940001
2008-12-09,12.59,11.867001,6.0480003,3.8240001
2008-12-10,12.7630005,12.054001,6.1280003,3.913
2008-12-11,12.581,11.859,6.044,3.821
2008-12-12,12.080001,11.324,5.814,3.571
2008-12-13,12.364,11.628,5.945,3.7120001
2008-12-14,12.26,11.517,5.8970003,3.66
2008-12-15,12.437,11.707001,5.979,3.749
2008-12-16,12.682,11.971001,6.0930004,3.8730001
2008-12-17,12.783001,12.080001,6.1390004,3.9250002
2008-12-18,12.629001,11.916,6.0680003,3.8480003
2008-12-19,12.663001,11.952001,6.084,3.8660002
2008-12-20,12.085001,11.333,5.8180003,3.5770001
2008-12-21,12.59,11.874001,6.051,3.8290002
2008-12-22,12.869,12.174001,6.1790004,3.9710002
2008-12-23,12.592001,11.876,6.051,3.8300002
2008-12-24,12.8220005,12.122001,6.157,3.946
2008-12-25,12.748,12.042001,6.123,3.9080002
2008-12-26,12.586,11.868001,6.0480003,3.8250003
2008-12-27,12.565001,11.844001,6.038,3.8130002
2008-12-28,12.519001,11.795001,6.017,3.7890003
2008-12-29,12.298,11.557,5.9150004,3.6770003
2008-12-30,12.3810005,11.644001,5.953,3.7170002
2008-12-31,12.982,12.287001,6.2300005,4.02
2009-01-01,12.9800005,12.283001,6.229,4.017
2009-01-02,12.751,12.036,6.123,3.8980002
2009-01-03,12.667001,11.944,6.084,3.854
2009-01-04,13.701,13.051001,6.5610003,4.386
2009-01-05,12.692,11.967001,6.0950003,3.8620002
2009-01-06,12.694,11.967001,6.096,3.8600001
2009-01-07,12.621,11.886001,6.0620003,3.821
2009-01-08,12.630001,11.893001,6.0660005,3.8230002
2009-01-09,12.342001,11.582001,5.932,3.676
2009-01-10,12.635,11.893001,6.0670004,3.8190002
2009-01-11,12.870001,12.142,6.175,3.9350002
2009-01-12,12.7630005,12.024,6.1250005,3.877
2009-01-13,12.675,11.927001,6.084,3.8290002
2009-01-14,12.966001,12.236001,6.2180004,3.9730003
2009-01-15,13.125001,12.402,6.2900004,4.05
2009-01-16,13.062,12.330001,6.261,4.012
2009-01-17,13.121,12.3880005,6.288,4.0360003
2009-01-18,12.937,12.187,6.203,3.9380002
2009-01-19,13.258,12.526001,6.3500004,4.0950003
2009-01-20,13.315001,12.581,6.3760004,4.118
2009-01-21,13.404,12.672001,6.4160004,4.158
2009-01-22,13.721001,13.005001,6.5610003,4.315
2009-01-23,13.719001,12.998,6.5600004,4.308
2009-01-24,13.737,13.012001,6.5670004,4.3100004
2009-01-25,13.986001,13.274,6.682,4.434
2009-01-26,13.749001,13.014001,6.5720005,4.3040004
2009-01-27,14.052001,13.333,6.7110004,4.4550004
2009-01-28,13.886001,13.150001,6.6330004,4.362
2009-01-29,14.06,13.330001,6.7120004,4.445
2009-01-30,14.196001,13.47,6.774,4.51
2009-01-31,14.780001,14.089001,7.0420003,4.813
2009-02-01,14.708001,14.0060005,7.0080004,4.767
2009-02-02,14.538001,13.818001,6.9290004,4.67
2009-02-03,14.753,14.042001,7.0270004,4.7770004
2009-02-04,14.4800005,13.745001,6.9010005,4.625
2009-02-05,14.548,13.811001,6.931,4.6540003
2009-02-06,14.765,14.037001,7.0290003,4.762
2009-02-07,14.589001,13.843,6.9470005,4.663
2009-02-08,14.826001,14.090001,7.0550003,4.781
2009-02-09,14.813001,14.071001,7.0480003,4.768
2009-02-10,14.753,14.001,7.0200005,4.73
2009-02-11,15.124001,14.391001,7.188,4.92
2009-02-12,15.150001,14.413001,7.1990004,4.9280005
2009-02-13,15.149001,14.406001,7.1980004,4.921
2009-02-14,14.903001,14.1380005,7.084,4.7840004
2009-02-15,14.619,13.830001,6.9530005,4.629
2009-02-16,14.653001,13.864,6.9660006,4.6470003
2009-02-17,14.686001,13.896001,6.9800005,4.664
2009-02-18,14.861001,14.080001,7.0580006,4.756
2009-02-19,14.891001,14.111001,7.07,4.7730002
2009-02-20,14.9210005,14.14,7.0820003,4.789
2009-02-21,15.080001,14.308001,7.1530004,4.875
2009-02-22,15.251,14.488001,7.2290006,4.9680004
2009-02-23,15.9470005,15.228001,7.5450006,5.347
2009-02-24,15.007001,14.224001,7.1130004,4.84
2009-02-25,14.929001,14.139001,7.076,4.8
2009-02-26,14.666,13.858001,6.9540005,4.663
2009-02-27,14.831,14.032001,7.0270004,4.7520003
2009-02-28,14.558001,13.741001,6.9010005,4.61
2009-03-01,14.678,13.869,6.9530005,4.6790004
2009-03-02,14.936001,14.143001,7.0690002,4.8190002
2009-03-03,15.095,14.31,7.1390004,4.906
2009-03-04,15.189001,14.409,7.1800003,4.959
2009-03-05,14.9140005,14.116001,7.0530005,4.8160005
2009-03-06,14.909,14.109,7.0480003,4.8160005
2009-03-07,14.659,13.843,6.932,4.6870003
2009-03-08,14.844001,14.0390005,7.0140004,4.789
2009-03-09,14.821001,14.014001,7.0020003,4.781
2009-03-10,14.715001,13.901001,6.951,4.728
2009-03-11,14.402,13.569,6.807,4.5680003
2009-03-12,14.360001,13.524,6.7850003,4.55
2009-03-13,14.712001,13.897,6.9430003,4.741
2009-03-14,14.962001,14.162001,7.0550003,4.879
2009-03-15,14.478001,13.649001,6.8320003,4.6270003
2009-03-16,14.725,13.907001,6.9430003,4.7570004
2009-03-17,14.021001,13.159,6.6210003,4.388
2009-03-18,13.8550005,12.9800005,6.544,4.302
2009-03-19,13.860001,12.983001,6.544,4.3050003
2009-03-20,14.085001,13.218,6.6450005,4.421
2009-03-21,14.033001,13.162001,6.6200004,4.395
2009-03-22,14.124001,13.255001,6.6590004,4.4430003
2009-03-23,14.204,13.337001,6.6930003,4.486
2009-03-24,14.432001,13.577001,6.7950006,4.6060004
2009-03-25,14.101001,13.224001,6.643,4.4350004
2009-03-26,13.860001,12.968,6.5320005,4.3110003
2009-03-27,13.906001,13.015,6.551,4.3370004
2009-03-28,13.870001,12.976001,6.5330005,4.321
2009-03-29,14.228001,13.351001,6.6930003,4.5080004
2009-03-30,13.8550005,12.957001,6.5220003,4.3170004
2009-03-31,13.847001,12.9470005,6.517,4.316
2009-04-01,13.81,12.906,6.498,4.2990003
2009-04-02,13.955001,13.059001,6.5620003,4.3770003
2009-04-03,13.957001,13.06,6.5600004,4.381
2009-04-04,13.613001,12.696001,6.4030004,4.2070003
2009-04-05,13.193001,12.253,6.2110004,3.9970002
2009-04-06,13.556001,12.635,6.373,4.1850004
2009-04-07,13.473001,12.547001,6.334,4.1460004
2009-04-08,13.503,12.578001,6.3450003,4.165
2009-04-09,13.486001,12.559001,6.3360004,4.1600003
2009-04-10,13.259001,12.320001,6.2310004,4.0490003
2009-04-11,13.4800005,12.553,6.3290005,4.165
2009-04-12,13.245001,12.305,6.221,4.05
2009-04-13,13.318001,12.382001,6.2520003,4.091
2009-04-14,13.066001,12.118001,6.136,3.969
2009-04-15,13.051001,12.102,6.1280003,3.9650002
2009-04-16,13.387001,12.457001,6.2770004,4.144
2009-04-17,13.255001,12.320001,6.215,4.085
2009-04-18,13.087001,12.147,6.137,4.0080004
2009-04-19,13.432001,12.511001,6.2900004,4.1940002
2009-04-20,13.184001,12.254001,6.1770005,4.0750003
2009-04-21,12.987,12.049001,6.0850005,3.9840002
2009-04-22,13.152,12.226001,6.1580005,4.077
2009-04-23,13.182,12.26,6.169,4.1010003
2009-04-24,12.792001,11.854,5.991,3.9110003
2009-04-25,12.747001,11.81,5.9690003,3.897
2009-04-26,12.899,11.972,6.0350003,3.9840002
2009-04-27,12.621,11.684001,5.9080005,3.8520002
2009-04-28,12.880001,11.958,6.0220003,3.992
2009-04-29,12.618001,11.687,5.9020004,3.8680003
2009-04-30,12.312,11.369,5.7630005,3.7220001
2009-05-01,12.5390005,11.610001,5.8630004,3.8460002
2009-05-02,12.2890005,11.352,5.748,3.7280002
2009-05-03,11.679001,10.717001,5.472,3.4340003
2009-05-04,12.216001,11.281,5.7110004,3.709
2009-05-05,12.279,11.35,5.7380004,3.749
2009-05-06,12.204,11.275001,5.702,3.7200003
2009-05-07,11.998,11.063001,5.6080003,3.6250002
2009-05-08,11.858001,10.92,5.543,3.5640001
2009-05-09,11.894001,10.961,5.558,3.5900002
2009-05-10,11.872001,10.942,5.5460005,3.588
2009-05-11,11.910001,10.984,5.5610003,3.6150002
2009-05-12,11.731001,10.8,5.479,3.5330002
2009-05-13,11.875001,10.953,5.5420003,3.614
2009-05-14,11.767,10.844001,5.492,3.568
2009-05-15,11.486001,10.554001,5.3640003,3.4350002
2009-05-16,11.51,10.582001,5.374,3.453
2009-05-17,11.834001,10.9210005,5.518,3.6210003
2009-05-18,11.453,10.526001,5.3450003,3.436
2009-05-19,11.531,10.608001,5.379,3.4800003
2009-05-20,11.565001,10.646001,5.393,3.5030003
2009-05-21,11.4470005,10.524,5.339,3.4490001
2009-05-22,11.231001,10.302,5.241,3.3470001
2009-05-23,10.946,10.0060005,5.1120005,3.2120001
2009-05-24,11.101001,10.169001,5.1800003,3.292
2009-05-25,10.777,9.834001,5.0330005,3.1390002
2009-05-26,10.934001,9.999001,5.103,3.2200003
2009-05-27,10.922001,9.989,5.097,3.2180002
2009-05-28,10.594001,9.648001,4.9480004,3.0630002
2009-05-29,10.7890005,9.853001,5.0350003,3.1610003
2009-05-30,10.854,9.922001,5.063,3.1970003
2009-05-31,10.784,9.85,5.031,3.1660001
2009-06-01,10.681001,9.745001,4.984,3.1200001
2009-06-02,10.896001,9.97,5.0800004,3.229
2009-06-03,10.830001,9.902,5.0490003,3.2
2009-06-04,10.870001,9.945001,5.0660005,3.2220001
2009-06-05,10.853001,9.929001,5.058,3.2170002
2009-06-06,10.742001,9.814,5.0080004,3.1660001
2009-06-07,10.419001,9.4800005,4.8630004,3.012
2009-06-08,10.452001,9.515,4.8770003,3.0300002
2009-06-09,10.5460005,9.613001,4.918,3.0770001
2009-06-10,10.659,9.731001,4.9680004,3.1350002
2009-06-11,10.386001,9.448001,4.8450003,3.0040002
2009-06-12,10.425,9.490001,4.8630004,3.025
2009-06-13,10.332001,9.395,4.821,2.982
2009-06-14,10.497001,9.566,4.894,3.0630002
2009-06-15,10.3810005,9.446,4.842,3.0080001
2009-06-16,10.181001,9.240001,4.7520003,2.913
2009-06-17,10.17,9.228001,4.747,2.9090002
2009-06-18,10.073001,9.129001,4.703,2.864
2009-06-19,10.378,9.446,4.84,3.0110002
2009-06-20,10.161,9.221001,4.743,2.9080002
2009-06-21,10.228001,9.290001,4.7720003,2.94
2009-06-22,10.044001,9.1,4.69,2.8530002
2009-06-23,10.503,9.577001,4.8960004,3.0740001
2009-06-24,10.494,9.567,4.8910003,3.0700002
2009-06-25,10.450001,9.521001,4.872,3.048
2009-06-26,10.142,9.202001,4.734,2.9
2009-06-27,10.073001,9.13,4.703,2.8660002
2009-06-28,10.208,9.27,4.7640004,2.93
2009-06-29,10.195001,9.2560005,4.7580004,2.923
2009-06-30,9.878,8.928,4.617,2.772
2009-07-01,10.035001,9.09,4.6870003,2.845
2009-07-02,9.909,8.959001,4.6320004,2.7840002
2009-07-03,10.212001,9.273001,4.768,2.926
2009-07-04,10.233001,9.293,4.7770004,2.9340003
2009-07-05,10.019,9.071,4.682,2.831
2009-07-06,10.145,9.202001,4.7390003,2.8890002
2009-07-07,10.167001,9.223001,4.749,2.897
2009-07-08,10.194,9.25,4.762,2.9080002
2009-07-09,9.923,8.969001,4.642,2.7770002
2009-07-10,10.166,9.219001,4.7510004,2.8890002
2009-07-11,10.299001,9.356001,4.8110003,2.95
2009-07-12,10.4470005,9.509001,4.8780003,3.0180001
2009-07-13,10.311001,9.367001,4.8180003,2.9490001
2009-07-14,10.17,9.22,4.756,2.8790002
2009-07-15,10.194,9.243,4.767,2.887
2009-07-16,10.313001,9.365001,4.822,2.94
2009-07-17,10.642,9.706,4.9700003,3.094
2009-07-18,10.867001,9.938001,5.072,3.2
2009-07-19,10.485001,9.5390005,4.9020004,3.0100002
2009-07-20,10.431001,9.482,4.879,2.9810002
2009-07-21,10.5390005,9.592,4.9280005,3.028
2009-07-22,10.688001,9.746,4.9960003,3.095
2009-07-23,10.857,9.92,5.0730004,3.1720002
2009-07-24,10.583,9.633,4.951,3.0360003
2009-07-25,10.595,9.644,4.958,3.0370002
2009-07-26,11.089001,10.156,5.181,3.2710001
2009-07-27,10.9470005,10.0060005,5.118,3.196
2009-07-28,10.792001,9.843,5.05,3.1160002
2009-07-29,10.836,9.8880005,5.071,3.1320002
2009-07-30,11.267,10.335,5.2660003,3.3370001
2009-07-31,11.175,10.237,5.2260003,3.2860003
2009-08-01,11.250001,10.313001,5.261,3.3170002
2009-08-02,11.357,10.423,5.3110003,3.364
2009-08-03,10.950001,9.996,5.129,3.16
2009-08-04,11.172001,10.226001,5.2310004,3.262
2009-08-05,11.325001,10.384001,5.301,3.331
2009-08-06,11.387,10.446,5.3300004,3.3560002
2009-08-07,11.326,10.3810005,5.3050003,3.3200002
2009-08-08,11.297001,10.349001,5.293,3.3000002
2009-08-09,11.326,10.377001,5.308,3.308
2009-08-10,11.362,10.413,5.3250003,3.3200002
2009-08-11,11.865001,10.938001,5.5540004,3.5620003
2009-08-12,11.441001,10.492001,5.3650002,3.3470001
2009-08-13,11.489,10.540001,5.3880005,3.364
2009-08-14,11.931001,11.001,5.589,3.5760002
2009-08-15,11.819,10.882001,5.5400004,3.5140002
2009-08-16,11.762,10.820001,5.5160003,3.4800003
2009-08-17,11.7960005,10.854,5.5330005,3.4900002
2009-08-18,11.965,11.029,5.611,3.5670002
2009-08-19,11.922001,10.983001,5.5940003,3.5400002
2009-08-20,11.924001,10.982,5.596,3.5340002
2009-08-21,12.265,11.338,5.7520003,3.6970003
2009-08-22,11.89,10.943001,5.584,3.505
2009-08-23,12.2300005,11.298,5.7400002,3.667
2009-08-24,12.653001,11.741,5.933,3.874
2009-08-25,12.113001,11.172001,5.6910005,3.5970001
2009-08-26,12.437,11.511001,5.839,3.752
2009-08-27,12.264001,11.328,5.7630005,3.66
2009-08-28,12.228001,11.288,5.748,3.6360002
2009-08-29,12.534,11.609,5.8890004,3.782
2009-08-30,12.301001,11.363001,5.7850003,3.6610003
2009-08-31,12.412001,11.478001,5.8370004,3.7100003
2009-09-01,12.114,11.1640005,5.7040005,3.5570002
2009-09-02,12.387001,11.450001,5.8300004,3.686
2009-09-03,12.528001,11.597,5.8960004,3.7510002
2009-09-04,12.951,12.041,6.089,3.9580002
2009-09-05,13.438001,12.553,6.3110003,4.202
2009-09-06,12.839001,11.922001,6.0420003,3.8910003
2009-09-07,12.904,11.989,6.0730004,3.9180002
2009-09-08,13.080001,12.175,6.155,4.0020003
2009-09-09,12.935,12.021001,6.0920005,3.9240003
2009-09-10,12.834001,11.9140005,6.0480003,3.8690002
2009-09-11,13.297001,12.402,6.26,4.098
2009-09-12,13.558001,12.677001,6.38,4.227
2009-09-13,13.488001,12.603001,6.3500004,4.1870003
2009-09-14,13.564001,12.684001,6.387,4.222
2009-09-15,13.330001,12.437,6.282,4.098
2009-09-16,13.352,12.461,6.295,4.105
2009-09-17,13.324,12.431001,6.2840004,4.0870004
2009-09-18,13.375001,12.485001,6.3090005,4.109
2009-09-19,13.482,12.598001,6.359,4.1600003
2009-09-20,13.3550005,12.465,6.3040004,4.092
2009-09-21,13.352,12.462001,6.3040004,4.0870004
2009-09-22,13.597001,12.722001,6.4170003,4.209
2009-09-23,13.362,12.474001,6.3120003,4.086
2009-09-24,13.635,12.764001,6.439,4.223
2009-09-25,13.642,12.773001,6.4440002,4.224
2009-09-26,13.468,12.59,6.366,4.132
2009-09-27,13.193001,12.3,6.2430005,3.9910002
2009-09-28,14.083001,13.244,6.65,4.445
2009-09-29,13.6,12.733001,6.432,4.1930003
2009-09-30,13.212001,12.324,6.2570004,3.9950001
2009-10-01,13.595,12.731001,6.433,4.1870003
2009-10-02,13.939001,13.097001,6.5920005,4.3630004
2009-10-03,13.587001,12.726001,6.433,4.181
2009-10-04,13.978001,13.143001,6.6130004,4.381
2009-10-05,14.119,13.295001,6.6790004,4.454
2009-10-06,13.696001,12.847001,6.4880004,4.234
2009-10-07,14.163001,13.346001,6.7030005,4.4760003
2009-10-08,14.486001,13.691001,6.852,4.6450005
2009-10-09,14.196001,13.385,6.721,4.492
2009-10-10,13.830001,12.999001,6.556,4.302
2009-10-11,14.033001,13.218,6.65,4.408
2009-10-12,13.986001,13.170001,6.6310005,4.3840003
2009-10-13,14.293,13.499001,6.7720003,4.544
2009-10-14,13.963,13.151001,6.623,4.373
2009-10-15,13.440001,12.598001,6.386,4.105
2009-10-16,13.743001,12.924001,6.5260005,4.262
2009-10-17,14.011001,13.213,6.65,4.4030004
2009-10-18,13.673,12.856001,6.497,4.23
2009-10-19,14.093,13.307,6.6900005,4.4500003
2009-10-20,14.400001,13.637001,6.8320003,4.6140003
2009-10-21,14.14,13.365001,6.715,4.48
2009-10-22,14.292001,13.531001,6.7860003,4.5620003
2009-10-23,14.326,13.570001,6.8030005,4.583
2009-10-24,13.743001,12.953001,6.537,4.282
2009-10-25,14.055,13.290001,6.681,4.447
2009-10-26,14.103001,13.345,6.7050004,4.4760003
2009-10-27,13.548,12.758,6.452,4.191
2009-10-28,13.627001,12.846001,6.4890003,4.235
2009-10-29,13.632001,12.856001,6.4930005,4.241
2009-10-30,13.687,12.918,6.5190005,4.2730002
2009-10-31,13.584001,12.813001,6.4730005,4.224
2009-11-01,13.758,13.003,6.5540004,4.3180003
2009-11-02,13.946001,13.208,6.6410003,4.42
2009-11-03,13.847001,13.106001,6.597,4.372
2009-11-04,13.585001,12.831,6.478,4.2400002
2009-11-05,13.3880005,12.625001,6.3890004,4.143
2009-11-06,13.719001,12.983001,6.5420003,4.3180003
2009-11-07,13.661,12.925,6.5160003,4.2920003
2009-11-08,13.6970005,12.968,6.5340004,4.315
2009-11-09,13.795001,13.077001,6.5800004,4.3710003
2009-11-10,13.359,12.616,6.3810005,4.149
2009-11-11,13.577001,12.853001,6.4820004,4.2660003
2009-11-12,13.570001,12.849001,6.479,4.2660003
2009-11-13,13.501,12.781,6.4490004,4.235
2009-11-14,13.639001,12.932,6.5130005,4.3120003
2009-11-15,13.859,13.1710005,6.6150002,4.431
2009-11-16,13.613001,12.911,6.5030003,4.3050003
2009-11-17,13.889001,13.210001,6.6310005,4.453
2009-11-18,13.632001,12.938001,6.5130005,4.321
2009-11-19,13.448001,12.745001,6.4300003,4.228
2009-11-20,13.146001,12.424001,6.2920003,4.0740004
2009-11-21,13.187,12.471001,6.3110003,4.098
2009-11-22,13.067,12.346001,6.2570004,4.039
2009-11-23,12.707001,11.963,6.0920005,3.8590002
2009-11-24,12.8810005,12.152,6.1730003,3.9490001
2009-11-25,13.172001,12.466001,6.308,4.1010003
2009-11-26,13.077001,12.366,6.2640004,4.0540004
2009-11-27,13.099001,12.393001,6.275,4.0670004
2009-11-28,12.952001,12.238001,6.208,3.9940002
2009-11-29,12.922001,12.208,6.195,3.9810002
2009-11-30,13.301001,12.617001,6.3710003,4.178
2009-12-01,13.812,13.166,6.6070004,4.4490004
2009-12-02,13.085001,12.389001,6.2720003,4.07
2009-12-03,13.56,12.900001,6.492,4.3190002
2009-12-04,13.061001,12.367001,6.2630005,4.0610003
2009-12-05,13.418,12.751,6.4280005,4.248
2009-12-06,13.927001,13.298,6.663,4.518
2009-12-07,13.556001,12.902,6.492,4.322
2009-12-08,13.107,12.422001,6.2860003,4.089
2009-12-09,12.985001,12.292001,6.2300005,4.0270004
2009-12-10,12.708,11.996,6.102,3.8860002
2009-12-11,12.68,11.967001,6.09,3.8720002
2009-12-12,12.641001,11.926001,6.0730004,3.8530002
2009-12-13,13.404,12.744,6.425,4.2450004
2009-12-14,13.611001,12.966001,6.5200005,4.354
2009-12-15,13.398001,12.738001,6.4230003,4.242
2009-12-16,13.820001,13.192,6.617,4.466
2009-12-17,13.553,12.906,6.4940004,4.3250003
2009-12-18,13.9210005,13.302001,6.6640005,4.5210004
2009-12-19,14.380001,13.795001,6.8760004,4.7700005
2009-12-20,14.188001,13.590001,6.788,4.6660004
2009-12-21,14.203001,13.6050005,6.7950006,4.6740003
2009-12-22,14.192,13.594001,6.7900004,4.668
2009-12-23,14.231001,13.636001,6.808,4.689
2009-12-24,14.129001,13.526001,6.761,4.6340003
2009-12-25,13.989,13.374001,6.696,4.557
2009-12-26,13.573001,12.928,6.504,4.335
2009-12-27,13.867001,13.242001,6.6390004,4.4900002
2009-12-28,13.622001,12.979001,6.5260005,4.359
2009-12-29,13.744,13.108001,6.5820003,4.4220004
2009-12-30,13.387001,12.724001,6.418,4.2330003
2009-12-31,13.552001,12.899,6.4930005,4.3170004
2010-01-01,13.574,12.922001,6.5030003,4.327
2010-01-02,13.751,13.109,6.5850005,4.418
2010-01-03,14.400001,13.805,6.8840003,4.7640004
2010-01-04,14.795001,14.226001,7.0660005,4.978
2010-01-05,14.077001,13.453001,6.734,4.585
2010-01-06,13.659,13.002001,6.5410004,4.359
2010-01-07,14.011001,13.377001,6.7030005,4.543
2010-01-08,14.0390005,13.405001,6.7160006,4.5550003
2010-01-09,13.911,13.265,6.656,4.484
2010-01-10,14.0390005,13.399,6.714,4.5480003
2010-01-11,14.030001,13.387001,6.7100005,4.5400004
2010-01-12,13.877001,13.219001,6.6380005,4.4550004
2010-01-13,13.821001,13.156001,6.6120005,4.421
2010-01-14,13.812,13.143001,6.6070004,4.413
2010-01-15,13.7300005,13.051001,6.5690002,4.366
2010-01-16,13.64,12.951,6.5270004,4.313
2010-01-17,13.440001,12.732,6.4350004,4.203
2010-01-18,13.492001,12.782001,6.458,4.223
2010-01-19,13.629001,12.924001,6.5210004,4.289
2010-01-20,14.150001,13.478001,6.76,4.556
2010-01-21,14.408001,13.749001,6.8780003,4.6870003
2010-01-22,14.269001,13.594001,6.814,4.6060004
2010-01-23,14.535001,13.874001,6.9360003,4.741
2010-01-24,14.981001,14.346001,7.1400003,4.9750004
2010-01-25,15.332001,14.717001,7.301,5.1610003
2010-01-26,14.981001,14.335001,7.1390004,4.9610004
2010-01-27,15.021001,14.372001,7.156,4.9750004
2010-01-28,15.343,14.712001,7.3030005,5.144
2010-01-29,14.752001,14.0720005,7.031,4.815
2010-01-30,15.482,14.848001,7.3650002,5.2050004
2010-01-31,15.628001,14.998001,7.431,5.2780004
2010-02-01,15.805,15.182001,7.5120006,5.368
2010-02-02,16.04,15.428,7.6190004,5.492
2010-02-03,15.856001,15.224001,7.5330005,5.381
2010-02-04,15.9800005,15.351001,7.589,5.4420004
2010-02-05,16.166,15.544001,7.6730003,5.539
2010-02-06,16.052,15.416,7.6200004,5.4670005
2010-02-07,15.744,15.080001,7.477,5.289
2010-02-08,16.432001,15.81,7.7920003,5.664
2010-02-09,15.983001,15.323001,7.5850005,5.406
2010-02-10,16.103,15.445001,7.6380005,5.465
2010-02-11,15.711,15.021001,7.458,5.242
2010-02-12,16.281,15.623001,7.7170005,5.55
2010-02-13,16.143002,15.47,7.6530004,5.466
2010-02-14,16.253,15.581,7.702,5.5200005
2010-02-15,16.941,16.310001,8.016001,5.9
2010-02-16,16.521,15.859001,7.8220005,5.664
2010-02-17,16.946001,16.310001,8.014,5.9040003
2010-02-18,17.065,16.435001,8.066,5.972
2010-02-19,16.978,16.339,8.025001,5.9230003
2010-02-20,17.060001,16.425001,8.06,5.971
2010-02-21,17.016,16.375,8.038,5.9470005
2010-02-22,17.344002,16.723001,8.186001,6.136
2010-02-23,17.322,16.697,8.173,6.1250005
2010-02-24,17.130001,16.489,8.084001,6.0160003
2010-02-25,17.057001,16.41,8.048,5.977
2010-02-26,16.319,15.621,7.7090006,5.5620003
2010-02-27,16.414001,15.720001,7.7500005,5.617
2010-02-28,16.917002,16.254002,7.978,5.9030004
2010-03-01,16.387001,15.690001,7.7330003,5.6120005
2010-03-02,16.329,15.627001,7.7050004,5.5820003
2010-03-03,16.124,15.407001,7.609,5.4700003
2010-03-04,16.225,15.514001,7.6530004,5.53
2010-03-05,16.216002,15.503001,7.6460004,5.5290003
2010-03-06,16.691,16.006,7.8610005,5.7990003
2010-03-07,15.910001,15.175001,7.5030003,5.367
2010-03-08,15.966001,15.233001,7.5260005,5.401
2010-03-09,16.085001,15.359001,7.5780005,5.472
2010-03-10,15.840001,15.098001,7.464,5.341
2010-03-11,15.604001,14.847001,7.3540006,5.216
2010-03-12,15.535001,14.773001,7.32,5.183
2010-03-13,15.521001,14.757001,7.3110003,5.1800003
2010-03-14,15.025001,14.231001,7.083,4.9160004
2010-03-15,15.497001,14.731001,7.2960005,5.177
2010-03-16,15.370001,14.594001,7.2360005,5.1080003
2010-03-17,15.101001,14.305,7.1120005,4.9610004
2010-03-18,15.533001,14.76,7.307,5.197
2010-03-19,15.210001,14.415001,7.1580005,5.0210004
2010-03-20,15.405001,14.618001,7.2450004,5.1270003
2010-03-21,15.783001,15.016001,7.4140005,5.335
2010-03-22,15.320001,14.523001,7.202,5.0820003
2010-03-23,15.280001,14.478001,7.182,5.0610003
2010-03-24,15.073001,14.257001,7.0860004,4.951
2010-03-25,14.943001,14.117001,7.025,4.8820004
2010-03-26,15.27,14.460001,7.1710005,5.0600004
